locus_tag	ftype	length_bp	gene	EC_number	COG	product
JGCGDLPH_00743	CDS	1065	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
JGCGDLPH_00744	CDS	1269	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
JGCGDLPH_00745	CDS	939				hypothetical protein
JGCGDLPH_00746	CDS	954				hypothetical protein
JGCGDLPH_00747	CDS	894	galK	2.7.1.6		Galactokinase
JGCGDLPH_00748	tRNA	74				tRNA-Val(tac)
JGCGDLPH_00749	CDS	468			COG2340	putative protein
JGCGDLPH_00750	CDS	417			COG0783	putative protein
JGCGDLPH_00751	CDS	2010	fusA_2		COG0480	Elongation factor G
JGCGDLPH_00752	CDS	1209				hypothetical protein
JGCGDLPH_00753	CDS	1335	ffh		COG0541	Signal recognition particle protein
JGCGDLPH_00754	CDS	261	rpsP		COG0228	30S ribosomal protein S16
JGCGDLPH_00755	CDS	249				hypothetical protein
JGCGDLPH_00756	CDS	501	rimM		COG0806	Ribosome maturation factor RimM
JGCGDLPH_00757	CDS	720	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
JGCGDLPH_00758	CDS	360	rplS		COG0335	50S ribosomal protein L19
JGCGDLPH_00759	CDS	540				hypothetical protein
JGCGDLPH_00760	CDS	492	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
JGCGDLPH_00761	CDS	183	rpmF			50S ribosomal protein L32
JGCGDLPH_00762	CDS	243	acpP		COG0236	Acyl carrier protein
JGCGDLPH_00763	CDS	738	rnc	3.1.26.3	COG0571	Ribonuclease 3
JGCGDLPH_00764	CDS	1233	cca	2.7.7.72		CCA-adding enzyme
JGCGDLPH_00765	CDS	1773				hypothetical protein
JGCGDLPH_00766	CDS	324				hypothetical protein
JGCGDLPH_00767	tRNA	74				tRNA-Thr(tgt)
JGCGDLPH_00768	tRNA	82				tRNA-Tyr(gta)
JGCGDLPH_00769	CDS	150				hypothetical protein
JGCGDLPH_00770	CDS	900	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
JGCGDLPH_00771	CDS	1779	dnaG	2.7.7.-		DNA primase
JGCGDLPH_00772	CDS	1632	rpoD			RNA polymerase sigma factor RpoD
JGCGDLPH_00773	CDS	231	sigA_1		COG0568	RNA polymerase sigma factor SigA
JGCGDLPH_00774	CDS	759				hypothetical protein
JGCGDLPH_00775	CDS	969				hypothetical protein
JGCGDLPH_00776	CDS	1050	mbl		COG1077	MreB-like protein
JGCGDLPH_00777	CDS	846				hypothetical protein
JGCGDLPH_00778	CDS	483				hypothetical protein
JGCGDLPH_00779	CDS	3120	ftsW_2			Putative lipid II flippase FtsW
JGCGDLPH_00780	CDS	648	thrS_1	6.1.1.3	COG0441	Threonine--tRNA ligase
JGCGDLPH_00781	CDS	1092	thrS_2	6.1.1.3	COG0441	Threonine--tRNA ligase
JGCGDLPH_00782	CDS	621	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
JGCGDLPH_00783	CDS	1446				hypothetical protein
JGCGDLPH_00784	CDS	534				hypothetical protein
JGCGDLPH_00785	CDS	1323	ktrB		COG0168	Ktr system potassium uptake protein B
JGCGDLPH_00786	CDS	783				hypothetical protein
JGCGDLPH_00787	CDS	972				Iron-sulfur cluster carrier protein
JGCGDLPH_00788	CDS	1344	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
JGCGDLPH_00789	CDS	1332	npr	1.11.1.1	COG0446	NADH peroxidase
JGCGDLPH_00790	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
JGCGDLPH_00791	CDS	1593	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
JGCGDLPH_00792	CDS	402				hypothetical protein
JGCGDLPH_00793	CDS	2772	mtgA	2.4.2.-		Monofunctional biosynthetic peptidoglycan transglycosylase
JGCGDLPH_00794	CDS	786				Cyclic di-GMP binding protein
JGCGDLPH_00795	CDS	1005	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
JGCGDLPH_00796	CDS	813				hypothetical protein
JGCGDLPH_00797	CDS	1005	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
JGCGDLPH_00798	CDS	2628	valS	6.1.1.9		Valine--tRNA ligase
JGCGDLPH_00799	CDS	240				hypothetical protein
JGCGDLPH_00800	CDS	141				hypothetical protein
JGCGDLPH_00801	CDS	678	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
JGCGDLPH_00802	CDS	273	groS		COG0234	10 kDa chaperonin
JGCGDLPH_00803	CDS	1632	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
JGCGDLPH_00804	CDS	1683				hypothetical protein
JGCGDLPH_00805	CDS	1992				hypothetical protein
JGCGDLPH_00806	tRNA	75				tRNA-Pro(tgg)
JGCGDLPH_00807	tRNA	76				tRNA-Arg(tct)
JGCGDLPH_00808	CDS	618	pdg			Ultraviolet N-glycosylase/AP lyase
JGCGDLPH_00809	CDS	861				hypothetical protein
JGCGDLPH_00810	CDS	981				hypothetical protein
JGCGDLPH_00811	CDS	174				hypothetical protein
JGCGDLPH_00812	CDS	1122				hypothetical protein
JGCGDLPH_00813	CDS	1014				hypothetical protein
JGCGDLPH_00814	CDS	1509				hypothetical protein
JGCGDLPH_00815	CDS	735				hypothetical protein
JGCGDLPH_00816	CDS	930	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
JGCGDLPH_00817	CDS	825	rnz	3.1.26.11	COG1234	Ribonuclease Z
JGCGDLPH_00818	CDS	507				hypothetical protein
JGCGDLPH_00819	CDS	597	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
JGCGDLPH_00820	CDS	768				hypothetical protein
JGCGDLPH_00821	tRNA	86				tRNA-Leu(taa)
JGCGDLPH_00822	CDS	858				hypothetical protein
JGCGDLPH_00823	CDS	330				hypothetical protein
JGCGDLPH_00824	CDS	888				hypothetical protein
JGCGDLPH_00825	CDS	1359	atoC		COG2204	Regulatory protein AtoC
JGCGDLPH_00826	CDS	1149	kinE	2.7.13.3	COG2202	Sporulation kinase E
JGCGDLPH_00827	CDS	1047				hypothetical protein
JGCGDLPH_00828	CDS	489				hypothetical protein
JGCGDLPH_00829	CDS	849	murG	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
JGCGDLPH_00830	CDS	795	pdxY	2.7.1.35		Pyridoxamine kinase
JGCGDLPH_00831	CDS	1041	tsaD	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase
JGCGDLPH_00832	CDS	399			COG2861	putative protein
JGCGDLPH_00833	CDS	495				hypothetical protein
JGCGDLPH_00834	CDS	801	sigA_2		COG0568	RNA polymerase sigma factor SigA
JGCGDLPH_00835	CDS	321				hypothetical protein
JGCGDLPH_00836	CDS	1032	flgI			Flagellar P-ring protein
JGCGDLPH_00837	CDS	582				hypothetical protein
JGCGDLPH_00838	CDS	798	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
JGCGDLPH_00839	CDS	849	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
JGCGDLPH_00840	CDS	516				hypothetical protein
JGCGDLPH_00841	CDS	531	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
JGCGDLPH_00842	CDS	312	rplU		COG0261	50S ribosomal protein L21
JGCGDLPH_00843	CDS	321				hypothetical protein
JGCGDLPH_00844	CDS	246	rpmA		COG0211	50S ribosomal protein L27
JGCGDLPH_00845	CDS	987	obg	3.6.5.-		GTPase Obg
JGCGDLPH_00846	CDS	582	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
JGCGDLPH_00847	CDS	1185				hypothetical protein
JGCGDLPH_00848	CDS	351	rsfS		COG0799	Ribosomal silencing factor RsfS
JGCGDLPH_00849	CDS	150				hypothetical protein
JGCGDLPH_00850	CDS	294	spoVG		COG2088	Putative septation protein SpoVG
JGCGDLPH_00851	tRNA	74				tRNA-Gln(ttg)
JGCGDLPH_00852	CDS	549	rplY			50S ribosomal protein L25
JGCGDLPH_00853	CDS	567	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
JGCGDLPH_00854	CDS	1323	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
JGCGDLPH_00855	CDS	1920	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
JGCGDLPH_00856	CDS	1479				hypothetical protein
JGCGDLPH_00857	CDS	1104	tdk	2.7.1.21		Thymidine kinase
JGCGDLPH_00858	CDS	630				hypothetical protein
JGCGDLPH_00859	CDS	609	tmk	2.7.4.9		Thymidylate kinase
JGCGDLPH_00860	CDS	4404				hypothetical protein
JGCGDLPH_00861	CDS	2466			COG4775	Putative outer membrane protein assembly factor
JGCGDLPH_00862	CDS	534				hypothetical protein
JGCGDLPH_00863	CDS	2589	mutS			DNA mismatch repair protein MutS
JGCGDLPH_00864	CDS	618				hypothetical protein
JGCGDLPH_00865	CDS	438	rimP			Ribosome maturation factor RimP
JGCGDLPH_00866	CDS	1449				hypothetical protein
JGCGDLPH_00867	CDS	1647	lepA_2			Elongation factor 4
JGCGDLPH_00868	CDS	951	infB			Translation initiation factor IF-2
JGCGDLPH_00869	CDS	363	rbfA		COG0858	30S ribosome-binding factor
JGCGDLPH_00870	CDS	849	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
JGCGDLPH_00871	CDS	267	rpsO		COG0184	30S ribosomal protein S15
JGCGDLPH_00872	CDS	2169	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
JGCGDLPH_00873	CDS	1542				hypothetical protein
JGCGDLPH_00874	CDS	1290				hypothetical protein
JGCGDLPH_00875	CDS	1068				hypothetical protein
JGCGDLPH_00876	CDS	1128	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
JGCGDLPH_00877	CDS	549				hypothetical protein
JGCGDLPH_00878	CDS	561				hypothetical protein
JGCGDLPH_00879	CDS	441				hypothetical protein
JGCGDLPH_00880	CDS	1407				hypothetical protein
JGCGDLPH_00881	CDS	1173	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
JGCGDLPH_00882	CDS	1335	panF		COG4145	Sodium/pantothenate symporter
JGCGDLPH_00883	CDS	948	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
JGCGDLPH_00884	CDS	942				hypothetical protein
JGCGDLPH_00885	CDS	1407	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
JGCGDLPH_00886	CDS	867				hypothetical protein
JGCGDLPH_00887	CDS	537	cmk_2	2.7.4.25		Cytidylate kinase
JGCGDLPH_00888	CDS	201				hypothetical protein
JGCGDLPH_00889	CDS	903	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
JGCGDLPH_00890	CDS	372				hypothetical protein
JGCGDLPH_00891	CDS	546				hypothetical protein
JGCGDLPH_00892	CDS	783				hypothetical protein
JGCGDLPH_00893	CDS	516				hypothetical protein
JGCGDLPH_00894	CDS	2472	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
JGCGDLPH_00895	CDS	2049	topA	5.99.1.2	COG0550	DNA topoisomerase 1
JGCGDLPH_00896	CDS	1242				hypothetical protein
JGCGDLPH_00897	CDS	2841				hypothetical protein
JGCGDLPH_00898	CDS	939	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
JGCGDLPH_00899	CDS	567				hypothetical protein
JGCGDLPH_00900	CDS	3129	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
JGCGDLPH_00901	CDS	2148	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
JGCGDLPH_00902	CDS	1710	pgcA	5.4.2.2		Phosphoglucomutase
JGCGDLPH_00903	CDS	966	uvrB_1		COG0556	UvrABC system protein B
JGCGDLPH_00904	CDS	1110	uvrB_2			UvrABC system protein B
JGCGDLPH_00905	CDS	2799	uvrA			UvrABC system protein A
JGCGDLPH_00906	CDS	3450				hypothetical protein
JGCGDLPH_00907	CDS	549				hypothetical protein
JGCGDLPH_00908	CDS	600				hypothetical protein
JGCGDLPH_00909	CDS	1611				hypothetical protein
JGCGDLPH_00910	CDS	1230	arcA	3.5.3.6		Arginine deiminase
JGCGDLPH_00911	CDS	987	argF	2.1.3.3		Ornithine carbamoyltransferase
JGCGDLPH_00912	CDS	1422				hypothetical protein
